formula,images
M ^ { 2 } = 4 : \{ \begin{array} { c } \{ ( 4 5 + 2 1 0 ) _ { B } + 1 4 4 _ { F } \} \\ \times \{ ( 4 5 + 2 1 0 ) _ { B } + \overline { 1 4 4 } _ { F } \} \\ \times \{ 2 _ { B } ^ { 1 5 } + 2 _ { F } ^ { 1 5 } \} \end{array} .,758fa3bc23.png
"\langle \chi ^ { 2 } ( x ) \rangle _ { s o l } = G ( x ; x ) ,",5c75d873c2.png
\frac { 1 } { 2 } S _ { R N } = \beta _ { R N } \Lambda [ \frac { r _ { s } ^ { 3 } - r _ { h } ^ { 3 } } { 1 2 } ] + \frac { q ^ { 2 } } { 4 } \beta _ { R N } ( \frac { 1 } { r _ { h } } - \frac { 1 } { r _ { s } } ) + 4 \pi \sigma r _ { s } ^ { 2 } \beta _ { R N } \sqrt { f ( r _ { s } ) },64cf9ae9ab.png
"Z = \int D x ( \tau ) D h e x p \{ - \int d ^ { 3 } x [ \frac { 1 } { 4 \eta ^ { 2 } } H _ { \mu \nu } ^ { 2 } + 2 g _ { m } ^ { 2 } h ^ { 2 } - 2 \pi i h _ { \mu } \delta _ { \mu } ] \} ,",28eb57f563.png
S ^ { a b } : = \theta ^ { a } p ^ { \theta b } - \theta ^ { b } p ^ { \theta a } .,52ccffce39.png
w ( \ell ) = \sum _ { n = 0 } ^ { \infty } \frac { \ell ^ { n + 1 / 2 } } { \Gamma ( n + 3 / 2 ) } s i g m a _ { n } .,736b7254f0.png
\sim \pi ^ { 3 / 2 } \int _ { 0 } \frac { d x } { x } [ \ln ( 1 / x ) ] ^ { - 3 / 2 },58d89aea07.png
"u _ { \underline { m } } ^ { i } = G _ { R } ^ { i k } H _ { L } ^ { k j } ( - l _ { \underline { m } } ^ { j } + e ^ { 2 W } r ^ { ( + + ) \underline { n } } l _ { \underline { n } } ^ { j } l _ { \underline { m } } ^ { ( - - ) } ) ,",2ae3d8f2aa.png
"\tilde { f } _ { 0 } = A ^ { \frac { 1 } { 2 } } B ^ { \frac { n } { 2 } } ,",2a6085f1f2.png
"J ( m \ge 0 ) | F A P = - \delta _ { m , 0 } t | F A P , t = 0 o r 1",7cb7ffa030.png
V = \frac { 1 } { 2 } \int _ { M } d ^ { 2 } x ( \Omega ^ { - 1 } F _ { 1 2 } ^ { 2 } + D _ { 1 } \phi \overline { D _ { 1 } \phi } + D _ { 2 } \phi \overline { D _ { 2 } \phi } + \frac { \Omega } { 4 } ( | \phi | ^ { 2 } - 1 ) ^ { 2 } ),75f6a2f0c8.png
"\tilde { \delta } \varphi = [ \tilde { \epsilon } ^ { + } \widetilde { Q } ^ { + } + \tilde { \epsilon } ^ { - } \widetilde { Q } ^ { - } , \varphi ] ,",18a7d432a4.png
\delta ^ { \prime } A _ { \pm } = \frac { 1 - t ^ { 2 } } { t } \frac { 1 } { 1 \mp \tau } F ^ { 2 } A _ { \pm } .,9be75f1290.png
D _ { + } \Phi = \overline { D } _ { + } \Phi = 0 .,ee8c8cbbe1.png
"S _ { W Z } [ \gamma ] = - \kappa \int _ { \widetilde M } \widetilde \gamma ^ { * } \Theta ,",3d94a6d713.png
\varphi = \frac { 3 \gamma } { 2 } [ ( 3 \gamma - 2 ) \hat { \Omega } _ { \rho } ^ { \ast } + 4 ( 3 \gamma - 1 ) \hat { \Omega } _ { \lambda } ^ { \ast } ] + 4 \hat { \Omega } _ { U } ^ { \ast } .,4e17ce73d2.png
"3 . 8 G = \eta _ { a b } d z ^ { a } \otimes d z ^ { b } = - d z ^ { 0 } \otimes d z ^ { 0 } + \sum _ { i = 1 } ^ { n - 1 } d z ^ { i } \otimes d z ^ { i } ,",48eb8b68bd.png
"T _ { \underline { \alpha } \underline { \beta } } ^ { \underline { a } } = - 2 i ( C \Gamma ^ { \underline { a } } ) _ { \underline { \alpha } \underline { \beta } } ,",32644ad8d9.png
\hat { X } ^ { ( 2 1 ) } = \alpha \hat { X } ^ { ( 1 2 ) } \alpha \Delta ^ { - 1 },4a94fd74d2.png
\frac { 1 } { g ^ { 2 } ( q ^ { 2 } ) } = \frac { R } { g _ { 5 } ^ { 2 } } + \lambda _ { k } ( k / 2 ) + \lambda _ { T } ( 2 T ) - \frac { 1 } { 4 8 \pi ^ { 2 } } [ \ln ( \frac { 2 + \nu } { 2 \nu } ) + \nu \ln \frac { k } { T } ] .,39c0e64d0d.png
"k z \partial _ { z } ( \Delta _ { > } - \Delta _ { < } ) | _ { z = z ^ { \prime } } = 1 ,",182a9c9798.png
L = \frac { 1 } { 1 6 \pi G _ { N } } \int d ^ { 1 0 } x \sqrt { - g } [ e ^ { - 2 ( \phi - \phi _ { \infty } ) } R + \frac { 1 } { 2 ( p + 2 ) ! } F _ { p + 2 } ^ { 2 } ],bee8460983.png
d e t ( g _ { \mu \nu } + F _ { \mu \nu } ) = d e t ( g _ { \mu \nu } - F _ { \mu \nu } ),514ff0dd8f.png
\partial \partial ^ { * } A _ { + } \rightarrow 0 .,773c641f1b.png
"\frac { 2 } { \pi } \Pi ( \zeta ^ { 2 } , k ) = \sum _ { l = 0 } ^ { \infty } \zeta ^ { 2 l } I _ { l } ( k ^ { 2 } ) ,",3498fc247f.png
"( \Gamma _ { 1 } \otimes \Gamma _ { 2 } ) ( \Gamma _ { 3 } \otimes \Gamma _ { 4 } ) = ( - 1 ) ^ { d e g ( \Gamma _ { 2 } ) d e g ( \Gamma _ { 3 } ) } \Gamma _ { 1 } \Gamma _ { 3 } \otimes \Gamma _ { 2 } \Gamma _ { 4 } ,",72b969305c.png
q ^ { 2 } \hat { R } ^ { - 1 } = \hat { R } - ( q ^ { 3 } - q ^ { - 1 } ) P _ { - } .,78f8009a3b.png
"( a ) z , z ^ { \prime } > 0 , ( b ) z < 0 , z ^ { \prime } > 0 , ( c ) z , z ^ { \prime } < 0",4e5a80162c.png
"( - 1 ) ^ { m \cdot | a | } [ a , b \cup c ] = [ a , b ] \cup c + ( - 1 ) ^ { ( | b | \cdot | c | + m ) } [ a , c ] \cup b .",71361ce21f.png
a ^ { l _ { 2 } \gamma } B _ { 1 } = \sum _ { r = 0 } ^ { \infty } q _ { r } ( x ) \partial ^ { r } = \sum _ { n = 0 } ^ { \infty } a ^ { - n \gamma } Q ^ { ( n ) },1aef42e192.png
\sigma _ { i } = m K _ { i } ^ { n } v _ { n c } \sigma ^ { c } .,29828d9625.png
"\epsilon ^ { \alpha \mu \nu \xi } \Omega _ { ( \mu \nu \xi ) } ^ { \{ \beta \sigma \} } + \epsilon ^ { \beta \mu \nu \xi } \Omega _ { ( \mu \nu \xi ) } ^ { \{ \sigma \alpha \} } + \epsilon ^ { \sigma \mu \nu \xi } \Omega _ { ( \mu \nu \xi ) } ^ { \{ \alpha \beta \} } = 0 ,",6027912228.png
"R ^ { 1 , 8 } \times S ^ { 1 } \times \bar { S } ^ { 1 }",79a428ddc0.png
"U _ { a } ( z ) = \frac { \partial U ( z ) } { \partial z ^ { a } } , \bar { U } _ { \bar { a } } ( \bar { z } ) = \frac { \partial \bar { U } ( \bar { z } ) } { \partial \bar { z } ^ { a } } ,",4e6bf99ea4.png
"( 1 - S \frac { \partial } { \partial S } ) D = ( \sum m _ { i } \frac { \partial } { \partial m _ { i } } + \sum g _ { j } \frac { \partial } { \partial g _ { j } } ) D ,",54e9ea32ee.png
U _ { 0 } ^ { a } Y _ { a b } ^ { \prime } U _ { 0 } ^ { b } - 1 6 i \eta _ { 0 } \eta _ { 0 } ^ { \prime } = 0 .,785315ba7f.png
S = \int d ^ { n } x \sqrt { | g | } T r [ - \frac { 1 } { 4 } F _ { \mu \nu } F ^ { \mu \nu } - \frac { 1 } { 2 } D _ { \mu } \phi D ^ { \mu } \phi - V ( \phi ) ] .,6cea50eae7.png
T ( z ) = \phi ^ { \prime 2 } ( z ) - \frac { 1 } { \gamma } \phi ^ { \prime \prime } ( z ) .,363ab58854.png
"\bar { F } = 0 = G , F = F ( s , \alpha , \beta , q ) , \theta = \theta ( \alpha , \beta , r , s ; q ) , F \not = \bar { F } .",28ae55afbe.png
\Phi \bar { D } ^ { 2 } X - \Phi ( 1 + \bar { D } ^ { 2 } X ),660166efb7.png
M _ { p l } ^ { 2 } = M _ { * } ^ { 2 + d } R _ { c } ^ { d } e ^ { \alpha } \simeq M _ { * } ^ { 2 + d } R _ { c } ^ { d } e x p [ \frac { ( d - 1 ) L } { R _ { c } } ] .,6df14d7aac.png
"Z = \sum _ { \alpha } e ^ { - \beta ( E _ { \alpha } - \Omega _ { i } J _ { i \alpha } ) } ,",67256b460f.png
"\lambda _ { n , m } = 2 \sum _ { l , k = 1 } ^ { h } ( a _ { k } a _ { l } + b _ { k } b _ { l } ) , ( n , m ) \in Z ^ { 2 h } ,",24bf227061.png
"| \Psi \rangle = \sum _ { n } | n \rangle c ( n ) ,",3e43b17b46.png
"\psi ( \tau , r , \chi , \theta ) = T ( \tau ) R ( r ) \cos ( n \chi / 4 M ) \cos ( l \theta ) ,",19a3b4f1bc.png
( F ^ { 5 } ) _ { a b } = ( D _ { 0 } - D ) F _ { a b } + ( 1 - D _ { 0 } ) ( F ^ { 3 } ) _ { a b } .,486d321418.png
"E _ { c l } ( \bar { \omega } ) = \bar { \omega } \frac { d L _ { c l } ( \bar { \omega } ) } { d \bar { \omega } } - L _ { c l } ( \bar { \omega } ) ,",646beff38d.png
"\dot { \phi } = 3 H _ { S } \pm \sqrt { 3 H _ { S } ^ { 2 } + e ^ { \phi } \rho } ,",7c00081521.png
- \frac { 1 } { r ^ { 3 } } \frac { d } { d r } ( r ^ { 3 } \frac { d h } { d r } ) + ( \rho \mu ) ^ { 2 } h = 0 .,6505300ec2.png
"S , _ { ( A , t _ { 1 } ) ( b , t _ { 2 } ) } = \xi _ { b | A } ( t _ { 1 } ) \delta ( t _ { 1 } - t _ { 2 } )",3048d760f2.png
r ( 1 ; - t / 2 ) \sim c _ { 1 } \frac { e x p ( t ^ { 3 / 2 } / 3 ) } { t ^ { 3 / 4 } },52275fe017.png
\beta _ { \lambda } = \frac { 1 } { 1 6 \pi ^ { 2 } } ( N + 8 ) \lambda ^ { 2 } - \frac { 1 } { ( 1 6 \pi ^ { 2 } ) ^ { 2 } } ( 9 N + 4 2 ) \lambda ^ { 3 } .,12c420e8ae.png
P _ { c } \equiv \frac { \partial L } { \partial \dot { X } } = \frac { 1 } { 2 } \dot { X } .,4f06beab4f.png
\{ \begin{array} { c c c } g ^ { a b } \delta R _ { a b } & = & g _ { a b } \nabla ^ { 2 } \delta g ^ { a b } - \nabla _ { a } \nabla _ { b } \delta g ^ { a b } \\ \delta \sqrt { - g } & = & - \frac { 1 } { 2 } \sqrt { - g } g _ { a b } \delta g ^ { a b } . \end{array} .,39c0e160ee.png
"d z \longrightarrow d z + \mu _ { \bar { z } } ^ { z } d \bar { z } ,",7eecb5caa7.png
"\dot { x } = l ^ { 2 } \frac { \partial V } { \partial y } , d o t y = - l ^ { 2 } \frac { \partial V } { \partial x }",104a9e22c2.png
"d \Omega _ { 3 } = \sin ^ { 2 } \theta d \tau ^ { 2 } + \frac { l ^ { 2 } } { r _ { + } ^ { 2 } } ( d \theta ^ { 2 } + \cos ^ { 2 } \theta d \chi ^ { 2 } ) ,",66b21e8206.png
( 1 - \frac { \partial _ { x } ^ { 2 } } { M ^ { 2 } } ) \partial _ { x } \phi \mp W ^ { \prime } ( \phi ) = 0,59444c3f57.png
"< 0 | D _ { k } F ^ { c } D _ { n } F | 0 > = 2 \delta _ { n , k } s _ { n } / s _ { n - 1 } .",783bdc0227.png
O _ { A } = \epsilon ^ { a b c } G _ { \mu \nu } ^ { a } G _ { \nu \rho } ^ { b } G _ { \rho \mu } ^ { c },328b4551a1.png
k = ( \begin{array} { c c c } 0 & 0 & 1 _ { p } \\ 0 & 1 _ { N - 2 p } & 0 \\ - 1 _ { p } & 0 & 0 \end{array} ),348d3636f4.png
"\xi _ { , \mu } ^ { \mu } = \mp 8 \pi k t ,",4bfac739bd.png
"S _ { G } ( \{ x _ { 1 } , x _ { 2 } \} ) \sim \log [ ( x _ { 2 } - x _ { 1 } ) \Lambda ]",6528d77615.png
"F _ { y t } = \frac { Q b c } { a ^ { n } } ,",25502ad670.png
"A _ { a } ^ { \mu } \partial _ { \mu } [ - \frac { 1 } { \kappa } R ( \Gamma , g ) + \frac { 1 } { 2 } g ^ { \alpha \beta } \phi _ { , \alpha } \phi _ { , \beta } ] = 0",5e9ad4ebd0.png
\prod _ { \langle i j \rangle \in \ell } \sum _ { m _ { i j } = - \infty } ^ { \infty } e x p [ - | t _ { i } - t _ { j } + m _ { i j } \beta | ],3c02e9cea9.png
\lambda ^ { \prime } = \frac { g _ { Y M } ^ { 2 } N } { J ^ { 2 } },2bdf42e574.png
\psi = \int \theta _ { \Omega } ^ { ( I ) } \psi _ { B L } ^ { \langle I \rangle } D _ { L } ( \frac { \delta } { \delta \phi _ { B } } ) .,3d932bc725.png
"h | \hat { n } ; r _ { 1 } , \dots , r _ { k } \rangle = E _ { | n ; r _ { 1 } , \dots , r _ { k } \rangle } | \hat { n } ; r _ { 1 } , \dots , r _ { k } \rangle .",752507a769.png
W ( S ) = \frac { ( j ( S ) - 1 7 2 8 ) ^ { m / 2 } j ^ { n / 3 } ( S ) } { \eta ^ { 2 } ( S ) } P ( j ( S ) ) .,1daa614754.png
\bar { \eta } _ { \gamma } ( z ) \bar { m } ( \gamma z ) = \bar { m } ( z ) \bar { \chi } _ { \gamma } ^ { * } .,1683ac0ab4.png
"\frac { c _ { 3 } g _ { 1 } ^ { 2 } g _ { 2 } ^ { 2 } } { 1 6 \pi ^ { 2 } } f ^ { 2 } ,",622ac3c1df.png
\Pi _ { \alpha } ^ { A } = \partial _ { \alpha } Z ^ { M } E _ { M } ^ { A },3c9b537ede.png
"0 = - 2 6 - 2 ( 6 s ^ { 2 } - 6 s + 1 ) + 1 + 1 2 \alpha ^ { 2 } + c ^ { e f f } ,",338306badc.png
r ^ { 2 } \partial _ { r } ^ { 2 } \Gamma + r \partial _ { r } \Gamma + \partial _ { \theta } ^ { 2 } \Gamma = 0 .,56fee92b0b.png
O ( k ) = \sum _ { m } e ^ { 2 \pi i m k / J } t r \phi Z ^ { m } \phi Z ^ { J - m },7b767e2dc2.png
"\omega = \omega ( X , \bar { X } ) _ { A _ { 1 } \dots A _ { p } , \bar { A } _ { 1 } \dots \bar { A } _ { q } } d X ^ { A _ { 1 } } \dots d \bar { X } ^ { \bar { A } _ { q } }",57aa508d1d.png
"[ i \not D , C \tau _ { 2 } K ] = 0",14af38a00a.png
"\partial _ { r } \phi \sim \frac { E } { r - 2 M } + ( A - \frac { \alpha } { 2 4 M } ) \ln ( r - 2 M ) + r e g . ,",51c1527c8e.png
\bar { L } = \theta ( - x ) L - \delta ( x ) B,5c7d21316c.png
"C _ { 0 1 0 1 } = \frac { 1 } { 3 } \{ K ^ { 2 } - \aleph L ^ { 2 } \} = 2 g ^ { 2 } ,",21d1b964a4.png
"H _ { 0 , i } ( L ) : = \int _ { S ^ { 1 } } ( u _ { 1 } ) _ { i i } , \forall i = 1 , \dots , s ,",5864f5c8f8.png
m _ { a } = \frac { 4 \pi } { e } h \cdot \beta _ { a } ^ { * } .,dfce627041.png
"S _ { e f f } [ A _ { \mu } ] = \frac { 1 } { 4 g _ { 4 } ^ { 2 } } \int d ^ { D } x F _ { \mu \nu } F ^ { \mu \nu } + \frac { 1 } { 2 } \int \frac { d ^ { D } q } { ( 2 \pi ) ^ { D } } A _ { \mu } ( q ) \Pi ^ { \mu \nu } ( q ^ { 2 } ) A _ { \nu } ( - q ) ,",1d95bc4d48.png
G _ { \mu \nu } = ( \begin{array} { c c } G _ { a b } & A _ { a i } \\ A _ { b j } & \hat { G } _ { i j } + A _ { i c } A _ { j d } G ^ { c d } \end{array} ),761553564b.png
\partial _ { \rho } T _ { \rho \mu } = \partial _ { \rho } T _ { \rho \mu } ^ { I } =,1f35356b52.png
E \sim \int d ^ { 2 } x ( D _ { \mu } \phi _ { + } ) ^ { 2 } + ( D _ { \mu } \phi _ { - } ) ^ { 2 } \sim \int d ^ { 2 } x ( \partial _ { r } u ) ^ { 2 } \cosh 2 u,12d45f420d.png
"[ e ^ { \iota ^ { p } } , f ^ { \iota ^ { p ^ { \prime } } } ] = \delta _ { p , p ^ { \prime } } ( q ^ { 2 } - 1 ) ( k _ { 2 } ^ { \iota ^ { p } } - k _ { - 2 } ^ { \iota ^ { p } } k _ { - 1 } ^ { \iota ^ { p } } )",5f7e2bd885.png
\partial _ { \alpha } ( e ^ { \alpha \phi + 2 B q + \chi } \partial _ { \alpha } \chi ) = 0 .,2c604558c7.png
V _ { D _ { 2 } } ( R ) = 2 \pi L T _ { 2 } ( \sqrt { R ^ { 2 } + \xi ^ { 2 } } - \frac { h } { 2 } R ^ { 2 } ) .,6f956307e0.png
"V ^ { a \mu _ { 1 } \cdots \mu _ { q + 1 } } = \frac { ( - 1 ) ^ { p } } { ( 2 p - q + 1 ) ! } \Gamma ^ { a b } \epsilon ^ { \mu _ { 1 } \cdots \mu _ { q + 1 } \nu _ { 1 } \cdots \nu _ { 2 p - q + 1 } } \partial _ { [ \nu _ { 1 } } Z _ { \nu _ { 2 } \cdots \nu _ { 2 p - q + 1 } ] } ^ { b } ,",74cad80dc5.png
"\dot { A } _ { 1 } ^ { \mu } = p _ { 1 } ^ { \mu } , \dot { p } _ { 1 } ^ { \mu } = 0 , ( p _ { 1 } ^ { \mu } ) ^ { 2 } = - 1 , \partial _ { 1 } p _ { 1 } ^ { \mu } = 0 .",784d967e92.png
- \delta ^ { a b } C _ { 1 } C _ { 2 } \frac { 1 } { 1 6 } \frac { g ^ { 4 } } { p ^ { 2 } } \Lambda ^ { 3 - \omega } \int \frac { d ^ { \omega } k } { ( 2 \pi ) ^ { \omega } } \frac { p ^ { 2 } k ^ { 2 } - ( k \cdot p ) ^ { 2 } } { k ^ { 3 } ( k + p ) ^ { 2 } } .,48403f5816.png
"K _ { \nu \nu } c _ { \nu } ^ { 2 } \frac { 1 } { ( y - z ) ^ { 2 \nu _ { 1 } } } Y ( ( x _ { \nu _ { 2 } } ) ^ { 2 } \cdots ( x _ { \nu _ { \ell } } ) ^ { 2 } , z ) .",40f9bf276f.png
R ^ { \prime } = \oplus _ { i } 1 _ { n _ { i } } \otimes M a t _ { m _ { i } } ( C,3f8d6e74e3.png
"W _ { q , \beta } ( \phi ) \equiv W _ { q , \infty } + W _ { q , \beta } ^ { ( 1 ) } = W _ { q , \infty } + \beta ^ { - 1 } T r \ln ( 1 - e x p ( - \beta M ) )",7358f68f8b.png
"\delta _ { \epsilon } A ^ { \mu \nu \rho } = \partial ^ { [ \mu . } \epsilon ^ { . \nu \rho ] } , \delta _ { \epsilon } H ^ { ( 1 ) \mu } = 2 \partial _ { \nu } \epsilon ^ { \nu \mu } + \partial ^ { \mu } \epsilon ,",1f04cb8bbe.png
"[ - \nabla _ { \xi , D } ^ { 2 } - \lambda W ^ { ( D ) } ( \xi ) ] \Phi ( \xi ) = \eta \Phi ( \xi ) .",d83251b385.png
\Re ( e ^ { - i \theta } \phi ^ { * } U _ { 1 } ) | _ { \partial M } = \Re ( e ^ { - i \theta } \phi ^ { * } \psi _ { + } ) | _ { \partial M } = 0 .,345e5deb05.png
A = - \frac { i } { 2 } \frac { d \psi ^ { * } \psi - d \psi \psi ^ { * } } { \psi \psi ^ { * } } +,4b0c10f140.png
"S _ { \sigma } = \frac { 1 } { 2 } \int ( R - G _ { A B } ( \varphi ) \partial _ { i } \varphi ^ { A } \partial _ { j } \varphi ^ { B } h ^ { i j } ) \sqrt { h } d ^ { 3 } x ,",a3c35f60b7.png
v _ { \alpha } ( r ) = \frac { 1 } { \partial _ { \mu } ^ { 2 } } \partial _ { \beta } \omega _ { \beta \alpha } ( r ),311e05571e.png
"\hat { T } ^ { \mu \nu } = [ \hat { X } ^ { \mu } , \hat { X } ^ { \nu } ] - i \hat { \theta } ^ { \mu \nu } ,",246fe473f7.png
\Psi = 2 ^ { 1 / 2 } \binom { \psi } { 0 } .,66eaa37354.png
( \varepsilon ^ { i } \cdot \varepsilon ^ { j } k ^ { i } \cdot k ^ { j } - \varepsilon ^ { i } \cdot k ^ { j } \varepsilon ^ { j } \cdot k ^ { i } ) = \omega ^ { 2 } b ^ { i } b ^ { j },79b00afe4a.png
"f ( \tau , \bar { \tau } ) = 2 [ \sum _ { i = 2 } ^ { 4 } | \theta _ { i } ( 0 | \tau ) | ^ { 2 } ] ^ { - 1 } .",72f6a0d8bc.png
"[ \stackrel { \wedge } { \psi } ^ { \dagger } , \stackrel { \wedge } { \psi } ] = - \sigma _ { 3 }",28f8b2d91f.png
\frac { d } { d u } [ \frac { 1 } { \cosh ^ { 4 } u } \frac { d } { d u } ( \cosh ^ { 2 } u f _ { 0 } ) ] = \frac { 1 } { \cosh ^ { 4 } u } .,705face09a.png
D _ { s } \cdot c _ { 2 } ( X ) = 2 4 .,1bdf5e8b7f.png
A \rightarrow U A U ^ { - 1 } + \frac { 1 } { e } U d U ^ { - 1 } .,a686524785.png
"p ^ { ( \pm N ) } A ^ { 2 ^ { N } } , A ^ { 2 ^ { N } } = \langle ( a _ { 1 } , a _ { 2 } , . . , a _ { 2 ^ { N } } ) : a _ { i } \in A \rangle ,",746e9d4d11.png
"\hat { \mu } _ { I } = \int _ { S ^ { p _ { b } - p _ { a } } } \star F _ { p _ { a } + 1 } ,",63489d4e88.png
\hat { Q } _ { p } = \frac { 2 \hat { M } _ { p } \kappa _ { 1 0 } ^ { 2 } g ^ { 2 } } { ( 7 - p ) \Omega _ { 8 - p } },2ef8e9d69a.png
"\Phi ( \hat { x } ) = \int e ^ { i \alpha . \hat { x } } \tilde { \phi } ( \alpha ) d \alpha , \phi ( x ) = \int e ^ { - i x \beta } \tilde { \phi } ( \beta ) d \beta .",66319d6731.png
\langle B W L \rangle = e x p [ - K A _ { \Delta } / ( N - 1 ) ],38bca04ab7.png
f _ { i j } ^ { a b } = - \epsilon _ { a b } \epsilon _ { i j k } \partial _ { k } \delta ( x - y ),536f93a731.png
S = \frac { 1 } { 2 } \int d ^ { 3 } x \sum _ { a = 1 } ^ { N } ( \partial _ { \mu } \phi ^ { a } ) ^ { 2 } .,3faa86db16.png
R ^ { 2 } = \frac { 1 } { j _ { - } \sin ^ { 2 } \Phi + \cos ^ { 2 } \Phi } .,6e0e5d13a5.png
j = \frac { 3 ^ { 6 } 5 ^ { 3 } } { \pi ^ { 1 2 } } \frac { G _ { 4 } ^ { 3 } } { \Delta },44ae1c2462.png
I = \int _ { 0 } ^ { \infty } d x \frac { x ^ { 2 } } { ( x ^ { 2 } - 1 + i \epsilon ) ^ { 2 } } .,674af69335.png
\varphi _ { \vec { k } } ^ { ( \alpha ) } ( \vec { \phi } ) = \sum _ { \vec { R } ^ { \alpha } } e x p ( i \vec { k } \vec { R } ^ { \alpha } ) T _ { + } ( \vec { R } ^ { \alpha } ) \varphi _ { 0 0 } ( \vec { \phi } ),314dfd537a.png
\Theta \equiv L ^ { - 1 } ( X ) d L ( X ),5e8f5c9780.png
L _ { a } = \frac { 1 } { 1 6 \pi } I m \int d ^ { 2 } \theta W ^ { 2 } \tau ( z ^ { - 1 / 4 } ),105de61fa3.png
"k ^ { \mu } \check { B } _ { \mu } ( k ) = k ^ { \mu } \check { B } _ { \mu } ^ { L } ( k ) , k ^ { \mu } \check { B } _ { \mu } ^ { T } ( k ) = 0 .",5e69433975.png
"T = \infty , \Sigma = 0 , T \Sigma = \frac { M } { 2 } .",5e427ed732.png
"H _ { g o n i h e d r i c } ^ { 3 d } = - \frac { 1 } { 2 } \sum _ { \vec { r } , \vec { \alpha } , \vec { b e t a } } \sigma _ { \vec { r } } \sigma _ { \vec { r } + \vec { \alpha } } \sigma _ { \vec { r } + \vec { \alpha } + \vec { \beta } } \sigma _ { \vec { r } + \vec { \beta } }",2eb43b5d0c.png
"\tilde { \Psi } _ { \nu } ( l ) = e ^ { - 4 i l \nu } e ^ { - i M } e ^ { i M ^ { * } } \tilde { \Psi } _ { \nu } ( l ) ,",31aaed6d8b.png
V [ z ( r ) ] = \frac { B _ { 0 } } { A _ { 0 } } [ \frac { 1 } { 2 r } ( \frac { B _ { 0 } ^ { \prime } } { B _ { 0 } } - \frac { A _ { 0 } ^ { \prime } } { A _ { 0 } } ) + b ( r ) ] .,5559832be9.png
n ^ { 2 } = \{ \begin{array} { c c } 2 ^ { d - 2 } & f o r d e v e n \\ 2 ^ { d - 1 } & f o r d o d d \end{array} \} = d,7987bf18c3.png
"n _ { j } \ge I _ { 1 } ^ { ( j ) } \ge I _ { 2 } ^ { ( j ) } \ge \dots \ge I _ { m _ { j } } ^ { ( j ) } \ge 0 i = 1 , 2 .",23996d2203.png
| F _ { M } | = \frac { 1 } { \sqrt { S + \bar { S } } } e ^ { \frac { 1 } { 4 } ( 1 - C ^ { 2 } ) } | \tilde { W } | .,5e240b113e.png
\phi ( \tau ) = \phi _ { c } ( \tau ) + X ( \tau ),234825fd5d.png
\Delta ^ { c a n } \sqrt \rho = 0 .,65355606a9.png
\bar { D } ^ { 2 } D ^ { 2 } \phi = - 1 6 \partial ^ { 2 } \phi,2572d94cf3.png
"\Gamma ^ { ( 2 , 1 ) } \equiv ( Z ^ { \phi } Z ^ { \phi ^ { 2 } } ) ^ { - 1 } .",2c4db168a3.png
"S = \{ ( 0 , \dots , 0 , x _ { k _ { 0 } } , \dots , x _ { k } ) \} \subset V _ { d + 1 } \subset C ^ { k + 1 }",1037dce0c7.png
k _ { i n t } = \frac { 4 F } { ( 2 - \sigma p _ { i n t } ^ { 2 } ) ^ { 2 } } .,3657a42b76.png
S _ { E } = K _ { \tau } \sum _ { n _ { 0 } } D ( \gamma ^ { \prime } - \gamma ) + K \sum _ { n _ { 0 } } \Lambda _ { \gamma },4ef08e2bae.png
"L _ { 0 } = - \frac { 1 } { 4 } F _ { \mu \nu } F ^ { \mu \nu } + \frac { 1 } { 2 } m ^ { 2 } A _ { \mu } A ^ { \mu } ,",258c8bd5b9.png
"A \vec { u } _ { i } = R U \vec { u } _ { i } = \lambda _ { i } ( R \vec { u } _ { i } ) = V ( R \vec { u } _ { i } ) ,",1a771d8032.png
"\hat { T } _ { J } ^ { R } = \sum _ { J ^ { 1 } , J ^ { 2 } } \langle \begin{array} { c c } R ^ { 1 } & R ^ { 2 } \\ J ^ { 1 } & J ^ { 2 } \end{array} . | \begin{array} { c } R \\ J \end{array} \rangle \hat { T } _ { J ^ { 1 } } ^ { R ^ { 1 } } ( 1 ) \hat { T } _ { J ^ { 2 } } ^ { R ^ { 2 } } ( 2 ) ,",7d27b37a7b.png
"( \partial _ { x } + g H _ { z } ( x ) + \lambda ) \Phi _ { 4 , 3 } - ( m - i k _ { y } ) \Phi _ { 1 , 2 } = 0",5ef897a228.png
"\bar { O } ( p ) = ( \begin{array} { c c } \bar { a } ( p ) & \bar { b } ( p ) \\ \bar { c } ( p ) & \bar { d } ( p ) \end{array} ) ,",4876c4f1a8.png
"[ T ^ { p q } , T ^ { r s } ] = \delta ^ { q r } T ^ { p s } - \delta ^ { q s } T ^ { p r } - \delta ^ { p r } T ^ { q s } + \delta ^ { p s } T ^ { q r } = \sum _ { t < u } f ^ { p q , r s , t u } T ^ { t u } .",56fda95de9.png
| \nu _ { 2 } + \nu _ { 3 } | < \sum \frac { m _ { a } ^ { 2 } } { 2 4 } | \nu _ { 2 } - \nu _ { 3 } | < \sum \frac { m _ { a } ^ { 2 } } { 8 },2b7de5f06f.png
"F _ { \mu \nu } ^ { a } = \partial _ { \mu } A _ { \nu } ^ { a } - \partial _ { \nu } A _ { \mu } ^ { a } - f _ { b c } ^ { a } A _ { \mu } ^ { b } A _ { \nu } ^ { c } ,",22bec6d3e4.png
